Job_Id,Designation,Required Skills,Max Exp (in months),Max Exp (in months)
19267,SAP Presales consultant with expertise in Logistics,"SAP Product Suite and SAP Logistics knowledge, Sales, Opportunity Management, Service Management, Marketing, Multichannel communications, e-commerce, Customer Insight and Analytics solutions",2 - 4 yrs,
19268,Desktop Support Specialist,desktop support specialist,2 - 5 yrs,
19269,Mid Level Java Engineer,"Java, XML, J2ee",2 - 7 yrs,
19270,Enterprise Infrastructure Architect,"vmware network networking ""data center"" datacenter migration citrix virtualization",0 - 3 yrs,
19271,Data Warehouse Developer,"""data warehouse architecture"" ""data warehousing"" ""data warehouse"" ""data warehouse design"" ""business objects"" SQL database ""big data"" ETL BI SAP ""strategic design"" architecture",3 - 5 yrs,
19272,.Net With Digital & Web Security,.Net With Digital & Web Security,2 - 7 yrs,
19273,Desktop Suport,"Desktop Support, Windows, Cisco,",2 - 5 yrs,
19274,J2EE Full Stack Developer,"J2EE Web application development: AJAX, XML, JSP, JSF, Javascript, Spring, Hibernate, extJS, Beehive and Web Services",2 - 5 yrs,
19275,Oracle Database Administrator,"Oracle ADI, XML Publisher and Workflow Oracle RDBMS 10g and 11g",5 - 7 yrs,
19276,IBM TRIRIGA (Remote but F2F in DC),IBM TRIRIGA,3 - 8 yrs,
19277,JD Edwards Techno-Functional Analyst,JD Edwards,2 - 3 yrs,
19278,Linux Engineer NTB,Linux Engineer -NTB,3 - 7 yrs,
19279,Sr. PeopleSoft Systems Analyst,peoplesoft analyst FSCM po inventory,1 - 2 yrs,
19280,Software Architect,".NET, REST APIs, SOA, ESB, JSON, XML",5 - 6 yrs,
19281,Automation Test Manager,"Automation, Selenium, Jmeter, QTP, ALM, Java",1 - 6 yrs,
19282,Sr. Peoplesoft FSCM Business Analyst,Peoplesoft Business Analyst FSCM,2 - 4 yrs,
19283,DevOps Engineer,DevOps,2 - 3 yrs,
19284,Administrative Services Manager,"administrative services, ordering equipment, division move coordination/management, microsoft suite",2 - 7 yrs,
19285,Ruby on Rails Engineer,"RoR,huge success with API (RESTful Dev), Test or behavior driven development and CI, Deep SQL or No-SQL skills desired, U/IUX with modern JavaScript framework desired,",1 - 2 yrs,
19286,SharePoint/Office365 Solutions Architect,Please refer to Job Description,10 - 15 yrs,
19287,ERP Peoplesoft Technical-Application Designer,ERP Peoplesoft Technical-Application Designer,1 - 4 yrs,
19288,Mobile Developer,"C#, .NET 3.5+, Javascript,",6 - 11 yrs,
19289,Project Manager SDLC / Health Insurance,"Project Management, Scrum, Agile, PMP",10 - 15 yrs,
19290,Senior Quality Assurance Analyst in Atlanta,Senior Quality Assurance Analyst in Atlanta,2 - 3 yrs,
19291,"Fixed Income, sql Business Analyst",see below,5 - 10 yrs,
19292,Interface Architect/Programmer I,Programming background,2 - 7 yrs,
19293,Sr. Drupal Developer,"Drupal, PHP, HTML, CSS, JavaScript, jQuery, Zend, Cake, Symfony",2 - 7 yrs,
19294,Fixed Income Integration Engineer,"C++/Java, FIX, ITCH, OUCH, Fixed Income",3 - 5 yrs,
19295,Senior Java Developer with 10+years exp,Java Developer,10 - 12 yrs,
19296,Senior Plan View Developer/Administrator,"Senior Plan View Developer/Administrator,",4 - 5 yrs,
19297,IT Project Manager - Custom App/Dev,"Project Manager, PMP, App/Dev, Application Development, Custom Application",2 - 7 yrs,
19298,Program Manager - Digital Channels,"Digitial Channels, Program Manager, Agile, Banking,",2 - 5 yrs,
19299,Business Analyst,Sr Business Analyst,1 - 6 yrs,
19300,Project Manager with SDLC & Life Science Experience,"Team building, delegation, financial / budgeting, organization",2 - 5 yrs,
19301,Receptionist,"Knowledge of Microsoft Word, Excel and Outlook",0 - 3 yrs,
19302,Application Developer,"software development methodologies, traditional, Agile, analytical skills, Structured Query Language (SQL), MS VB .NET",2 - 4 yrs,
19303,Watson Health - Senior Production Support Engineer - Merge,"System,",1 - 2 yrs,
19304,CICS SYSTEMS ADMINISTRATOR,"CICS CICSTS42 CSD Maintenance Mainframe Operations,",1 - 3 yrs,
19305,SAS Developer,SAS Developer,2 - 7 yrs,
19306,Network Engineer,Network engineer,6 - 10 yrs,
19307,Full Stack Engineer,"3+ yrs building web services in all tiers of the stack (front end, Java middle, DB Back End), strong OOP and Java, SQL (NoSQL or relational), Javasript, RESTful Web Services, HTML5/ CSS, LINUX",2 - 4 yrs,
19308,Warehouse Maintenance Mechanic,"automatic controls, 480 volt 3 phase electrical systems, conveyor systems, power tools, fork lift, warehouse machinery",2 - 5 yrs,
19309,ETL Bigdata Developer,"Talend in data integration, data mapping, data quality and metadata management,ETL tools for Big Data and Big Data technologies (Talend, HBASE, HIVE, SQOOP, MAPR, PIG, SPARK, Splunk),Ab Initio and Dat",1 - 3 yrs,
19310,SENIOR SYSTEMS ANALYST PROGRAMMER,"C#, ASP.NET, ADO.NET, VB, NET framework V2, V4, and 4.5, SQL Reporting Services",1 - 6 yrs,
19311,Active Directory Architect,Active Directory Architect,4 - 9 yrs,
19312,Java Developer - Fulltime,"Java, Linux",6 - 10 yrs,
19313,Graphic / Validation Engineer - II,"Validation, chip, 2D, 3D, Grapic, C/C++, Perl, Windows, Linux, BIOS, Driver",6 - 9 yrs,
19314,JAVA Architect,"JAVA,RESTful,SOA web services,API services",2 - 7 yrs,
19315,Application Security Architect,"Python, C++, Java, network security, Linux",4 - 8 yrs,
19316,webMethods Developer,webMethods Developer flow service restful web services jax-ws jax-rs jdbc websphere mq sap flat files xml software developer software engineer webMethods software build and release engineer devops,8 - 13 yrs,
19317,Senior UI Engineer,"Senior UI Engineer JavaScript, HTML5, CSS LESS SASS PostCSS, Angular, React closure es2015 asynchronus zero gravity karma mocha chai sinon",3 - 4 yrs,
19318,Project Manager - Business Intelligence,"Project Manager, PMP, BI, Business Intelligence, DW, Data Warehouse, Agile, Scrum, Waterfall, PMBOK",0 - 2 yrs,
19319,Financial Consultant 3,"Access, BETA Back Office, Detail Oriented, Excel, Finance, Organizational Skills, Prioritizing Skills, Project Management, Verbal and Written Communication Skills",2 - 5 yrs,
19320,"Technical Program Manager, eCommerce","5+ years project management experience with related .com, eCommerce, or digital customer experience programs in a large organization; Technical background; Agile",2 - 7 yrs,
19321,"Business Analyst @ Marshall, MN","Requirements Analysis, Workflow Analysis, Modeling: Data, PRC,EVTS,OBJS, Business Process Modeling, Code Analysis/Review, Application/System Testing",1 - 3 yrs,
19322,Software Engineer (OO/.NET) - DIRECT HIRE,Software Engineering; Object Oriented Programming; .NET,2 - 3 yrs,
19323,Hadoop Developer,"MapReduce/HDFS/Pid/Hive/Hbase,TIBCO or MQ-Series,Informatica, DataStage, Attunity, AbInitio, Teradata Utilities,TCP/IP Sockets based protocols and network programming",2 - 7 yrs,
19324,Business Analyst with Residuals systems experience,Minimum 3-5 years business analysis experience with at least 1 year Residuals systems experience,6 - 8 yrs,
19325,Java with ATG,Java and ATG,2 - 7 yrs,
19326,Territory Manager - NY Metro,"Selling Professional Services, IBM Software-based solutions",5 - 7 yrs,
19327,Program Manager with Digital Initiative,"Program manager, Digital Initiative, User Experience, large and complex programs,manages stakeholder, Agile planning and execution",2 - 7 yrs,
19328,Senior .NET Developer C# ASP.NET MVC,"C#, ASP.NET, MVC or MVVM or MVP, JavaScript OR jQuery OR AJAX OR JSON, SQL Server, TSQL, HTML, CSS, Pluses: WCF, RESTful Services, WebAPI, Telerik controls, unit testing, SOA, Entity Framework, WCF",1 - 5 yrs,
19329,Information Security Engineer II,"splunk, Experience in Linux Security and Network Security",3 - 6 yrs,
19330,Paralegal,5 years of experience,2 - 4 yrs,
19331,Help Desk Technician,"Help Desk Tech, Help Desk Technician, Computer Technician",1 - 2 yrs,
19332,Sr. Java Devloper_AS,"Java,J2EE , AWS, JSON, java script, XML, REST, API, Spring, Github ,SQL",2 - 7 yrs,
19333,High Performance Java Developer,"Java, Spring, Hibernate, Equities",4 - 9 yrs,
19334,Contract Recruiter,"Recruiter, Talent, Full-life Cycle, Healthcare, Staffing, Information Technology",5 - 10 yrs,
19335,NOC Supervisor - Tier 2,"NOC, Network Operations Center, Supervisor, Manager, DWDM, CWDM, OTN, PON, SONET, Optical Network, Ethernet, ITIL",2 - 7 yrs,
19336,SENIOR NETWORK ENGINEER/MANAGER,"NEXUS/ASR/ACI, NETSCALER or F5, CISCO CALLMANAGER, UNITY CONNECTIONS,CISCO UCCE, ASA or JUNIPER or CHECKPOINT, VPN, DMVPN,MPLS",3 - 4 yrs,
19337,Oracle Fusion Middle ware Analyst,"REST, XML, WS Security Design",4 - 6 yrs,
19338,IT Specialist Mid,"Testing,Documentation,coding",2 - 7 yrs,
19339,Network & Storage engineer,Network AND Storage AND System AND Server AND Support AND Datacenter AND Active directory AND cisco AND Security AND arrays AND Administrator,2 - 7 yrs,
19340,Senior Virtualization Engineer,"VMware, vSphere, vCenter, vRealize Operations, vRealize Automation, Log Insight",5 - 10 yrs,
19341,IT Helpdesk Supervisor,IT Helpdesk,3 - 5 yrs,
19342,Senior Java Technical Lead,Java J2EE Spring Database RDBMS SQL Tuning Oracle,2 - 3 yrs,
19343,Business Analyst with to criminal justice processing @ NY,criminal justice qtp alm,2 - 3 yrs,
19344,Riverbed Engineer 100 Percent Remote,"Riverbed, Integration experience",2 - 7 yrs,
19345,Storage Software SQA Architect,"Storage Software SQA Architect, pytest, JIRA, Jenkins , RAID SW/FW, nosql databases or Key value stores (KVS)",2 - 7 yrs,
19346,MCSD Developer,"NT4, Windows 2000 and Windows 2003, SNMP, HTTP, and LDAP, Exchange 2000 and exchange 2003, Citrix Server, SQL , MCSD , Performance Load testing.",2 - 7 yrs,
19347,ETL Developer with .Net experience,".Net,SQL,PL/SQL, database normalization",1 - 6 yrs,
19348,Software Test Analyst 5 (476787),"web and client server application PL/SQL queries test plans, test reports and test cases",2 - 3 yrs,
19349,Lead IOS Developer,"iOS SDK, Cocoa, Graphics and Animations, Interface Builder, JSON/XML/Web Services",3 - 5 yrs,
19350,Project Manager/ Coordinator,"Project Coordinator, Project Manager",1 - 6 yrs,
19351,Software Test Analyst PL/SQL,"Experience testing web and client server application. Required 10 Years Experience with PL/SQL queries. Required 5 Years Experience writing test plans, test reports and test cases. Required 5 Years",6 - 10 yrs,
19352,DevOps Engineer (with Azure),"DevOps, Azure, Cloud, GIT, subversion",3 - 5 yrs,
19353,PEGA Developer,"PEGA 7.1, Oracle , Java and LSA certified",3 - 8 yrs,
19354,Citrix XenDesktop / Packaging Engineer,"App-V, Citrix, XenDesktop, VDI, Packaging",10 - 12 yrs,
19355,PeopleSoft Technical Services Manager,peoplesoft technical project manager lead peoplecode peopletools,3 - 8 yrs,
19356,Business Analyst,"UX, Requirements, Technical Writing, Business Analysis",2 - 5 yrs,
19357,.Net Developer,".Net, C#, SQL, ASP.Net, VB.Net",2 - 3 yrs,
19358,Healthcare Data Architect,"Hadoop, HDFS, SQL, MPP, NoSQL",2 - 7 yrs,
19359,Application Support Analyst (ERP),"ASP. Net, Experience in ERP systems such as SAP, Microsoft Dynamics AX, Oracle EBS",8 - 10 yrs,
19360,.Net Developer,.Net,4 - 7 yrs,
19361,Java Developer- Full stack,"Spring MVC, JPA, REST, Jackson, SOA, JPA",1 - 6 yrs,
19362,Technical Support Analyst,"Desktop Support Analyst, Mac iOS, Windows OS, Troubleshooting, Customer Service",2 - 7 yrs,
19363,"IT Data Analyst- SQL, Python, Shell, Data / Local bay area candidates","SQL, Shell, Python, Perl, Data,",2 - 4 yrs,
19364,Senior Networking Consultant - Pre/post Sales,"IMPLEMENTATION, NETWORKING, CISCO, SECURITY, ARCHITECT, SALES, PRE SALES, POST SALES, CCNA, CISSP, CCNP, CCDA",2 - 5 yrs,
19365,Core Java Developer,"Core Java, J2EE,Spring,Hibernate,Websphere ,ORACLE,Unix",0 - 3 yrs,
19366,IT Business Analyst,BA,0 - 2 yrs,
19367,Call Center Scheduler,"Analytical, Reporting, Scheduling, Avaya, Resource Management, eWFM, Microsoft Office",2 - 7 yrs,
19368,Immediate job position for Administrative assistant,"Office assistant, Admin Assistant, Administrative assistant, Secretary, Office manager, Phones, Calls, Emails, Screening/distributing mail, typing, word processing, and data entry, Processing incentiv",5 - 10 yrs,
19369,MS SQL Server DBA,"MS SQL Server, DBA, SQL Clustering, Perfomance Tuning, T-SQL, SSIS, ETL",15 - 20 yrs,
19370,Trade Surveillance Business analyst,Regulatory Business Analyst Role Trade Surveillance,2 - 7 yrs,
19371,Computer Support Technician,"Microsoft Windows 7, Microsoft Office, TCP/IP, System imaging, Computer troubleshooting",4 - 6 yrs,
19372,GPU Driver Software Engineer,GPU Driver C/C++,2 - 7 yrs,
19373,DevOps Engineer,"AWS, DevOps",2 - 7 yrs,
19374,Network Technician,"Networking knowledge/experience with switches, routers, hubs, servers, cables, racks, firewalls",6 - 8 yrs,
19375,SSIS. Developer,"SQL 2005/2012 SSIS Package Development, SSRS, SQL",1 - 3 yrs,
19376,Sql Server Developer SSIS,Must be a senior level sql server developer with heavy SSIS background,0 - 3 yrs,
19377,Compensation Manager - 000002,CCP/CBP/CEBS certification preferred,4 - 6 yrs,
19378,Oracle DRM Developer,Oracle DRM hands on development experience,3 - 6 yrs,
19379,Application Project Manager,"Project Manager, MS Office",2 - 5 yrs,
19380,Messaging Engineer,"Exchange Server, Email Perimeter Servers, Messaging Infrastructure",1 - 3 yrs,
19381,Global Product Integrator,"SQL, Excel, integration",2 - 4 yrs,
19382,Full Stack Developer,"Full Stack Developer,",2 - 5 yrs,
19383,Storage QA Engineer,"QA, automation, VCE, UCS, storage, vmware,",0 - 3 yrs,
19384,Mobile Application Engineer,"MDM, Mobile Iron, MAM, O365, BlackBerry, Android",3 - 7 yrs,
19385,Executive Secretary,5 years of Executive Secretarial background,6 - 8 yrs,
19386,Python Developer,"Python 2.7 , Django 1.4, ajax",1 - 3 yrs,
19387,"Full TIme Java Developer (H1B transfers, GC or GC-EAD)","Hibernate skills. / Struts 2.0. Hibernate , JavaScript Framework knowledge",3 - 8 yrs,
19388,Principle Software Engineer - Embedded Apps - MOUNTAIN VIEW,"ipv4, ipv6, multi threading system, linux applications, performance tuning, networking protocols",3 - 5 yrs,
19389,Project Manager/ Scrum Master (W2 Only),"Agile, Scrum, PMP",2 - 7 yrs,
19390,Technical Support Analyst - Mac iOS,"Desktop Support Analyst, Mac iOS, Windows OS, Troubleshooting, Customer Service",6 - 11 yrs,
19391,Oracle iStore Technical Resource,Onsite Monday-Friday.,7 - 12 yrs,
19392,Sr. Java Developer,"WebSphere, Java, JDBC, SQL",0 - 2 yrs,
19393,Senior C++ Physics Modeling Engineer,"physics, math modeling, C++",2 - 7 yrs,
19394,Senior Java Developer,"Java/J2EE, HTML, CSS, JSP, Struts, Spring, JSF, UML, OOAD, Web Services (SOAP/SOA) and multi-tier software design and development, Linux, source control systems such as: SVN or CVS, Web Services",3 - 8 yrs,
19395,Hadoop Modeler,"SAP HANA, Microsoft Analysis services, QlikView, Tableau, Cognos, Hyperion, PowerPivot, Pentaho, Micro strategy, Oracle BI, other BI products, Hadoop, ETL, Mongo",1 - 6 yrs,
19396,Oracle Data Architect Consultant Needed At Fortune 500,Oracle Data Architect - SQL - Data Warehouse - Data Integration - Stored Procedures - Queries,5 - 7 yrs,
19397,GoalPost-LMS Consultant,"""Labor Management System' , RPG",8 - 11 yrs,
19398,Software Engineer- Business Intelligence,"Microstrategy, Cube Development, Cognos or Business Objects",3 - 5 yrs,
19399,CADD TECHNICIAN,"CAD software, Telecommunication design Fiber optic design",5 - 10 yrs,
19400,SAP SD/HANA,"HANA,Ariba,SD EDI, OTC, Billing, Pricing",1 - 6 yrs,
19401,Desktop Automation Engineer,"Desktop, automation engineer, Windows 10, Enterprise deployments, Asset Management, AD, active directory, azure, Group Policy, SCCM, Intune, LANDESK, imaging, Desktop engineer, deployment",1 - 2 yrs,
19402,Sr. C/C++ Developer with NodeJS exp,"C/C++, nodeJS, linux, sql",2 - 7 yrs,
19403,Programmer Analyst III,"These are entrance requirements to the competitive examination and do not assure a place on the eligible list. Applicants must meet the minimum qualifications on or before the posted filing deadline in order to qualify. TO QUALIFY, an applicant must have: - One year of experience equivalent to that of a Programmer/Analyst II with the City of Fresno; OR - Graduation from an accredited college or university with a Bachelor's degree with major course work in computer applications and systems, decision science, information management, industrial technology, geography, planning, civil engineering or related field, and three years of experience which included the preparation of business, Internet or GIS programming and analysis. Additional qualifying experience may be substituted for up to two years of the required education on a year-for-year basis. Special Requirements: Possession of a valid California Driver's License may be required at time of appointment.",2 - 5 yrs,
19404,Business Intelligence/Data Analyst,"Business Intelligence, data analytics, predictive analytics, r, tableau, payments",0 - 0 yrs,
19405,UI lead,Strong Javascript experience with ECMAScript 6 experience is Mandatory .,1 - 4 yrs,
19406,IT Project Manager - Utilities/Energy Industry,"Project Manager, PMP, Utilities, Energy, application development, app/dev",0 - 2 yrs,
19407,Systems Engineer,"system engineer, systems engineer, system administrator, sys engineer, sys admin, windows, active directory, exchange, vmware, virtualization, storage, windows os, design, implement",2 - 3 yrs,
